text,domain
"Creating a progressive web application for a restaurant chain that supports online ordering, table reservations, and real-time order tracking.",Web Development|E-Commerce
Developing network performance monitoring tool that uses SNMP polling and analysis to create topology maps and identify bandwidth bottlenecks.,Networking|Data Analytics
Creating an AI-powered document scanner and analyzer that uses OCR to extract text from scanned documents classifies document types and enables keyword search.,Image Processing|Natural Language Processing|Machine Learning
Building a water quality prediction model using historical sensor data and weather forecasts to predict contamination events in urban water supply systems.,Environmental Science|Machine Learning|Data Analytics
Building a personal portfolio website with an integrated blog where users can add edit and delete posts using Next.js with responsive design and markdown editing support.,Web Development
an online marketplace platform recommendation with browsing suggests products based user engine history and purchase patterns.,E-Commerce|Recommendation Systems|Web Development
"Building a Kubernetes orchestration monitoring cluster that visualizes container dashboard health, resource utilization, and auto-scaling events.",Cloud Computing|Web Development|Data Analytics
"Creating an aquaponics monitoring system balances fish sensors and plant bed conditions pH, with temperature tank and adjustments.",Agriculture|IoT|Automation
Developing a medication adherence mobile app that uses barcode scanning for pill schedules. and sends smart reminders based on prescription identification,Mobile Development|Healthcare
Developing generative for adversarial network to create realistic face images a privacy-preserving datasets used in training face verification systems.,Deep Learning|Computer Vision|Cybersecurity
"Building an accessible e-learning platform with screen reader support, keyboard navigation, and WCAG-compliant design for students with visual impairments.",Web Development|Education|Human-Computer Interaction
Building a music player application with lyrics display equalizer settings playlist management and album artwork integration.,Mobile Development|Speech & Audio
"Building a query federation that virtual SQL queries across heterogeneous data sources APIs MongoDB, and REST PostgreSQL, enables",Database Systems|Cloud Computing
Developing AI-powered security camera system that uses facial recognition and anomaly to suspicious behavior retail stores.,Computer Vision|Cybersecurity|Deep Learning
Creating a cloud gaming architecture that streams rendered game frames to thin clients with input prediction to compensate for network latency.,Game Development|Cloud Computing|Networking
Building an AI-driven email categorization tool that automatically classifies emails by priority topic and required action using NLP and machine learning.,Natural Language Processing|Machine Learning|Automation
Developing a social media content manages that posting optimal determines times using engagement analytics and scheduler posts across multiple platforms.,Social Media Analytics|Web Development|Automation|Machine Learning
"Developing a real-time sign language to speech system that captures hand gestures from webcam, classifies signs, and synthesizes spoken audio output.",Computer Vision|Speech & Audio|Deep Learning|Human-Computer Interaction
Building a software-defined networking controller that optimizes traffic routing in enterprise networks using reinforcement learning algorithms.,Networking|Machine Learning|Cloud Computing
Creating a mental health screening chatbot that uses validated psychological questionnaires NLP to perform preliminary assessments and recommend professional help.,Healthcare|Natural Language Processing
"Developing an image enhancement tool that uses histogram equalization, noise reduction, and edge sharpening algorithms to improve quality of medical X-ray images.",Image Processing|Healthcare
integration chat remote team collaboration board with sticky video whiteboard drawing notes a Building and real-time cursor tracking.,Web Development|Human-Computer Interaction
"Designing a brain-computer interface prototype that uses EEG signals to control a cursor on screen, enabling communication for patients with motor disabilities.",Human-Computer Interaction|Biomedical Engineering|Deep Learning
Developing a fraud detection system for credit card transactions that uses ensemble machine learning methods to identify suspicious patterns in real-time.,Finance|Machine Learning|Cybersecurity
Building a collaborative filtering recommendation for system a music and service that suggests songs based user listening history streaming on similarity.,Recommendation Systems|Machine Learning
Building an automated email marketing platform with analytics A/B testing email template builder subscriber segmentation and campaign performance tracking.,Automation|Data Analytics|Web Development
Implementing a column-oriented storage engine optimized for analytical queries with vectorized query execution and compression for large datasets.,Database Systems
"Creating an inventory management system for a pharmaceutical company with batch tracking, expiry alerts, and automated reorder point calculation.",Healthcare|Database Systems|Automation
"Developing a satellite image classification forest, use categorizes land that types including urban, system water, agricultural areas from Landsat imagery.",Image Processing|Deep Learning|Geospatial Systems
"Developing an identifies research assistant that searches law legal databases, precedents, and summarizes judicial reasoning.",Legal|Natural Language Processing|Machine Learning
Developing data visualization dashboard using D3.js that displays real-time COVID-19 statistics with mapping and trend analysis.,Data Analytics|Web Development|Geospatial Systems
Developing a semantic search engine for medical literature that uses sentence embeddings to find relevant research papers based on clinical questions.,Natural Language Processing|Healthcare|Deep Learning
optimal a times media content scheduler that multiple Developing posting social using engagement analytics and manages posts across determines platforms.,Social Media Analytics|Web Development|Automation|Machine Learning
Building a remote team collaboration board with sticky notes whiteboard drawing video chat integration and real-time cursor tracking.,Web Development|Human-Computer Interaction
Designing a non-invasive blood pressure estimation system using photoplethysmography signals from a smartphone camera and machine learning calibration.,Biomedical Engineering|Machine Learning|Mobile Development
Building a filters search engine with custom job aggregates job listings from multiple matches skills provides requirements salary insights.,Web Development|Machine Learning|Recommendation Systems
daily entries Developing of app with sentiment analysis that uses NLP to analyze the emotional tone journal a and tracks mood patterns over time.,Natural Language Processing|Healthcare|Data Analytics
Developing an automated report generation system that queries and data sources multiple produces PDF formatted reports with charts executive,Data Analytics|Automation
Creating an IoT smart garden management with soil through sensors automated monitoring and plant health integration moisture camera-based analysis.,IoT|Agriculture|Machine Learning|Image Processing
Developing an imagery plastic pollution tracker uses that satellite ocean and machine learning concentration estimate plastic debris to in coastal waters.,Environmental Science|Deep Learning|Image Processing|Geospatial Systems
"Creating a progressive web app for a newspaper that supports reading, push notifications for breaking news, and AMP-compatible article pages.",Web Development
Creating music genre networks. system from audio waveforms using convolutional analysis and spectrogram neural classification,Speech & Audio|Deep Learning|Machine Learning
Developing a location-based augmented reality mobile game similar to Pokemon Go that uses real-world landmarks as game objectives.,Mobile Development|Game Development|Geospatial Systems
"Designing a depth interface for controlling presentations using hand with a interaction. camera, eliminating need for clickers or gesture-based",Human-Computer Interaction|Computer Vision
Creating a wildfire detection system using IoT temperature and smoke sensors deployed in forest areas with satellite imagery analysis for early warning.,IoT|Environmental Science|Image Processing
a subscription box e-commerce site profiles product personalized curation based on customer taste with and feedback on previous boxes.,E-Commerce|Recommendation Systems
"Creating a comprehensive hospital information system that integrates patient registration, billing, lab results, pharmacy dispensing into a workflow.",Healthcare|Web Development|Database Systems
"and social a media analytics platform that tracks brand performs mentions, sentiment analysis on tweets, Creating generates automated engagement reports.",Social Media Analytics|Natural Language Processing|Data Analytics
"Building an auction-style e-commerce platform with real-time bidding, anti-sniping protection, and an escrow payment system for high-value collectibles.",E-Commerce|Web Development
Creating a and social media platform where users own their content is stored on is decentralized moderation IPFS handled through community governance smart contracts.,Blockchain|Social Media Analytics|Web Development
Designing an autonomous that uses LIDAR and computer vision to navigate indoor environments and deliver packages within warehouse.,Robotics|Computer Vision|Automation
Building a using multiplayer and game with game state synchronization player matchmaking leaderboards online competitive rank systems real-time WebSockets.,Game Development|Web Development|Networking
a graph database optimized engine query for social analysis that and relationship paths traverses computes centrality metrics.,Database Systems|Social Media Analytics
Building an AI-driven email emails tool NLP automatically classifies required by priority topic and categorization action using that and machine learning.,Natural Language Processing|Machine Learning|Automation
"predictive models bed resource admission data, seasonal illness trends, and occupancy optimize local",Healthcare|Machine Learning|Data Analytics
"Creating real-time strategy game game system pathfinding AI, fog of war mechanics, and a scripting with for modders to create custom engine scenarios.",Game Development|Machine Learning
Building a real-time chat application with messaging file sharing channel creation group chats typing indicators and user online status using Socket.IO and WebSockets.,Web Development|Networking
Developing an AI-powered workout planner that creates personalized exercise routines based on fitness goals capabilities and tracks adaptation using ML.,Healthcare|Machine Learning|Mobile Development
Building a product comparison search engine for electronics that scrapes specifications from multiple retailer websites and presents normalized side-by-side comparisons.,E-Commerce|Web Development|Data Analytics
"Creating automatic static site SEO with markdown theme customization, and a generator tag generation for developer blogs and documentation.",Web Development
Creating into classification system that categorizes news articles using topics text TF-IDF features and support machines.,Machine Learning|Natural Language Processing
Creating weather station network using IoT deployed a university campus that data into a hyperlocal weather model.,IoT|Environmental Science|Machine Learning
"Developing a sentiment pipeline for product reviews that classifies reviews by aspect (quality, delivery) generates improvement insights.",Data Analytics|Natural Language Processing|E-Commerce
"Developing through virtual reagents, lab simulation where students can and chemistry observe reactions, mix complete experiments a an interactive web interface.",Education|Game Development|Web Development
Building an emotion recognition system from speech that uses mel-frequency cepstral coefficients and deep learning to classify speaker emotional states.,Speech & Audio|Deep Learning
Developing an intelligent workflow automation system using process mining techniques to identify bottlenecks in business processes and suggest optimizations.,Automation|Data Analytics
Building a cost optimization engine for multi-cloud deployments that recommends resource right-sizing and spot instance usage to minimize cloud spending.,Cloud Computing|Finance|Automation
"Developing a native Android health tracking app that uses phone sensors monitor sleep patterns, and provides personalized wellness recommendations.",Mobile Development|Healthcare
Designing a non-invasive camera pressure and system learning photoplethysmography signals from a smartphone blood estimation machine using calibration.,Biomedical Engineering|Machine Learning|Mobile Development
"Developing physical wellness Android health tracking app that uses phone recommendations. to monitor a activity, sleep patterns, and provides personalized native sensors",Mobile Development|Healthcare
Designing a telepresence robot for remote university lectures that allows a professor to navigate classrooms and interact with students from anywhere.,Robotics|Education|Human-Computer Interaction
Developing a health data tracker with wearable device integration that monitors heart rate steps sleep quality and provides health trend analysis.,IoT|Healthcare|Mobile Development|Data Analytics
"Creating influencer marketing analytics platform that measures engagement authenticity, bot followers, and calculates true ROI for campaigns.",Social Media Analytics|Data Analytics|Machine Learning
Creating a home energy monitoring system using current transformer sensors and a Raspberry Pi that tracks per-appliance energy consumption in real-time.,IoT|Data Analytics|Environmental Science
Creating a contact grouping with contact capabilities duplicate detection import/export manager communication and history tracking.,Web Development|Database Systems
Designing a robot bartender that recognizes drink orders through voice commands and uses a mechanical mixing system to prepare cocktails autonomously.,Robotics|Speech & Audio|Automation
study spaced Developing planner with calendar integration a repetition scheduling and countdown exam study session analytics.,Education|Web Development|Automation
an EMG-based Building control that lets amputees control a virtual keyboard using residual muscle signals detected through electrodes.,Biomedical Engineering|Human-Computer Interaction|Machine Learning
an AI-driven system using collaborative suggest analysis to filtering movies based on viewing genre and history preferences.,Recommendation Systems|Machine Learning|Deep Learning
Creating control and file storage a using IPFS decentralized blockchain-based access system for secure document sharing among legal professionals.,Blockchain|Legal|Cybersecurity
Developing a system that cross-references patient medications against a medical knowledge base to potentially combinations.,Healthcare|Database Systems
Creating an e-commerce platform with AI-powered product recommendations using collaborative filtering based on browsing behavior and purchase history.,E-Commerce|Machine Learning|Recommendation Systems|Web Development
Developing a fitness coaching repetitions that uses mobile camera feed to verify exercise form and pose in real-time.,Mobile Development|Computer Vision|Healthcare
Developing a daily journal app with sentiment analysis that NLP emotional tone of entries and tracks mood patterns over time.,Natural Language Processing|Healthcare|Data Analytics
Building a speech-to-text system for mechanisms. language recurrent using networks and attention Sinhala,Speech & Audio|Deep Learning|Natural Language Processing
Creating a multi-currency e-commerce platform with international payment processing currency conversion tax calculation and localized pricing.,E-Commerce|Finance|Web Development
"Developing an ensemble model that combines random forest, XGBoost, and logistic regression using a stacking approach for improved credit default prediction.",Machine Learning|Finance
Developing a panoramic image stitching multiple that overlapping application merges seamlessly photos using feature matching and homography estimation.,Image Processing|Computer Vision
Building an AI-powered recruitment platform that screens resumes with NLP conducts preliminary skill assessments and matches candidates to open positions.,Machine Learning|Natural Language Processing|Recommendation Systems
Creating a home energy monitoring system using current transformer sensors a Raspberry Pi that tracks per-appliance energy consumption in real-time.,IoT|Data Analytics|Environmental Science
Designing a low-cost prosthetic hand with EMG signal control that uses 3D-printed components and a microcontroller to enable basic grip patterns.,Biomedical Engineering|Robotics|IoT
"Creating for influencer analytics platform that measures engagement detects bot an and true followers, campaigns.",Social Media Analytics|Data Analytics|Machine Learning
Building a unbanked loan management system that uses alternative populations. and machine learning to assess creditworthiness of microfinance data,Finance|Machine Learning
Designing a multi-robot coordination and robots agricultural harvesting where for maximize system divide work areas to communicate field coverage.,Robotics|Agriculture|Automation
Developing a web behavioral firewall that uses deep packet inspection and application analysis to block SQL injection and XSS attacks.,Cybersecurity|Web Development|Networking
Developing a fitness coaching mobile uses pose estimation from camera feed to verify exercise form and count repetitions in real-time.,Mobile Development|Computer Vision|Healthcare
Developing quality a area service routing protocol for delay-sensitive applications like video conferencing in of networks.,Networking|Cloud Computing
Developing a image super-resolution tool monitoring. deep learning using enhance low-resolution Earth observation imagery for agricultural to,Image Processing|Deep Learning|Agriculture
Developing spending AI personal finance assistant an that analyzes chatbot habits provides budgeting advice and financial queries using NLP.,Finance|Natural Language Processing|Machine Learning
Developing a fitness and workout planner app that creates personalized exercise and tracks workout routines guidance. provides nutritional progress,Healthcare|Mobile Development|Web Development
Building a time-series database optimized for IoT workloads that supports high-throughput ingestion and efficient range queries over sensor measurements.,Database Systems|IoT
Developing behavior AI-powered security camera system that uses facial recognition and identify to detection anomaly suspicious an in retail stores.,Computer Vision|Cybersecurity|Deep Learning
Creating a decentralized marketplace on Ethereum blockchain where users can list for sale bid with cryptocurrency with handling escrow and transactions.,Blockchain|E-Commerce|Cybersecurity
and progress tracking tracker with a analytics streak habit daily and weekly goal setting Building motivational reminders using push notifications.,Web Development|Mobile Development
"Developing event predictive policing dashboard that schedules historical crime data, weather, and a to analyzes forecast crime density across city districts.",Legal|Data Analytics|Geospatial Systems
Developing a drug checking system that cross-references patient medications flag a medical knowledge base to combinations. potentially dangerous against,Healthcare|Database Systems
"Building an automated essay grading system using NLP that evaluates grammar, coherence, argument strength, and provides constructive feedback to students.",Education|Natural Language Processing|Machine Learning
"Creating real-time a foreign alerts, exchange dashboard with technical indicator overlays, pattern recognition trading and historical backtesting capabilities.",Finance|Data Analytics|Web Development
Building an AI-driven sales forecasting platform that future data transaction historical seasonal patterns volumes. external market factors to predict uses sales and,Machine Learning|Data Analytics|Finance
Creating a sharing app that commands recognition with allows to recipes hands-free using speech voice cooking.,Speech & Audio|Web Development
Developing a video conference platform with screen sharing breakout rooms recording capabilities virtual backgrounds and hand-raising features.,Web Development|Networking|Cloud Computing
Creating a social media analytics dashboard that tracks followers views and engagement metrics from multiple platforms like Twitter YouTube and Instagram using Chart.js visualization.,Social Media Analytics|Web Development|Data Analytics
Creating mood-based music that and user mood text input or detects facial suggests appropriate playlists.,Recommendation Systems|Machine Learning|Speech & Audio|Computer Vision
Building an music watermarking system and embeds invisible copyright information copies audio files that can detect unauthorized into across streaming platforms.,Speech & Audio|Cybersecurity
Creating a management platform with Kanban board drag-and-drop functionality real-time collaboration task assignment deadline tracking and role-based control,Web Development|Automation
"Building a delivery path planning system that algorithm no-fly zones, conditions, weather and battery constraints for with 3D maps.",Geospatial Systems|Robotics|Automation
Developing a full-stack streaming platform to YouTube with video uploads HLS encoding content recommendations commenting system and user authentication.,Web Development|Cloud Computing
"Developing a via meditation and mindfulness mobile app tracking, guided sessions, streak with and biometric feedback cross-platform smartwatch integration.",Mobile Development|Healthcare|Human-Computer Interaction
an automated email marketing platform with A/B email builder subscriber segmentation and campaign performance tracking.,Automation|Data Analytics|Web Development
Developing an ocean plastic pollution tracker that uses satellite imagery and machine learning to estimate plastic debris concentration in coastal waters.,Environmental Science|Deep Learning|Image Processing|Geospatial Systems
"Developing an AI system that predicts court case outcomes based on from judge data, case profiles, and arguments extracted historical court filings.",Legal|Machine Learning|Natural Language Processing
"Creating a 3D multiplayer online game using system. procedural and generation, combat, terrain a matchmaking Unity",Game Development|Networking
"Building a real-time cricket statistics dashboard data processes ball-by-ball that to compute player performance metrics, and wagon win",Data Analytics|Web Development
Building an overlay network for anonymous communication using onion routing principles with end-to-end encryption for journalists in restrictive regions.,Networking|Cybersecurity
chain enables blockchain-based authentication system that timestamps documents on Building generates verification certificates and a tamper-proof storage.,Blockchain|Cybersecurity|Legal
Building a smart waste bin status using weight and collection sensors that bin garbage fill-level truck routes based on real-time optimizes system data.,IoT|Geospatial Systems|Automation
Creating an IoT smart garden management system with moisture sensors automated irrigation weather integration and plant health monitoring through camera-based analysis.,IoT|Agriculture|Machine Learning|Image Processing
Developing translation language a multiple that uses natural language processing APIs to languages text between application translate with translation history and favorites.,Natural Language Processing|Web Development
"Developing an AI-powered legal research assistant that searches case law databases, identifies relevant precedents, and summarizes judicial reasoning.",Legal|Natural Language Processing|Machine Learning
Designing an EEG processing that classifies brain states for a brain-computer enabling paralyzed to a wheelchair.,Biomedical Engineering|Deep Learning|Human-Computer Interaction
"Building a to platform that allows patients consult telemedicine with doctors via video call, manage prescriptions, and access their records securely.",Healthcare|Web Development|Cybersecurity
"Building a carbon credit marketplace using blockchain where companies can buy, sell, and retire verified carbon offset certificates with full audit trails.",Blockchain|Environmental Science|Finance
"Creating a brand monitoring dashboard that tracks competitors on social media, compares engagement metrics, and generates competitive intelligence reports.",Social Media Analytics|Data Analytics
Creating a text classification system that categorizes news articles into topics using TF-IDF features and support vector machines.,Machine Learning|Natural Language Processing
"Building a query federation layer that enables SQL queries across heterogeneous data sources including PostgreSQL, MongoDB, and REST APIs as virtual tables.",Database Systems|Cloud Computing
"Developing a legal document analysis tool using NLP that can extract key clauses, identify risks, and compare contracts against standard templates.",Legal|Natural Language Processing
Building a that automation pipeline tool and generates deployment configurations from repository metadata CI/CD manages staging and production releases.,Automation|Cloud Computing
Creating an AI-powered vision stylist that trends. fashion outfits based on body type color preference using computer virtual and current recommends,Machine Learning|Computer Vision|Recommendation Systems
Creating a decentralized marketplace contracts Ethereum blockchain where users can list for bid sale items with cryptocurrency with smart on handling escrow and transactions.,Blockchain|E-Commerce|Cybersecurity
Creating a patient triage for emergency departments that uses symptom data and vital to prioritize based on severity ML models.,Healthcare|Machine Learning
Building an AI-powered learning language platform with speech recognition for pronunciation practice adaptive lessons vocabulary tracking and gamified progress.,Education|Speech & Audio|Machine Learning|Natural Language Processing
Developing tasks. transfer learning framework that enables for pre-trained computer vision models custom fine-tuning domain-specific classification a,Deep Learning|Machine Learning
Building 5G slicing management system that resources to networks based on application requirements and SLA contracts.,Networking|Cloud Computing|Automation
"Creating a network topology discovery and visualization tool that automatically maps connected devices, protocols, and latency on an enterprise LAN.",Networking|Data Analytics
"Building a telemedicine platform that allows patients to consult with doctors via video call, manage prescriptions, and access their medical records securely.",Healthcare|Web Development|Cybersecurity
Building preserving BERT-based text summarization system that lengthy abstracts papers into concise research while a key findings.,Natural Language Processing|Deep Learning
study a study planner with scheduling spaced repetition calendar exam countdown and Developing session analytics.,Education|Web Development|Automation
Creating an AI-powered context-aware models using transformer translator that translates with between languages text language translation and domain-specific vocabulary.,Natural Language Processing|Deep Learning
"Building transportation real-time bus in system with a arrival times, route planning, and estimated mobile interface for public a tracking Colombo.",Geospatial Systems|Mobile Development|IoT
"Designing gesture-based for presentations using hand with a depth camera, eliminating need for clickers or keyboard interaction.",Human-Computer Interaction|Computer Vision
Creating an event management and ticketing system with QR verification seat selection pricing attendee check-in,Web Development|E-Commerce
Developing a noise-cancellation algorithm for network-based aids using adapts to different environments that deep neural hearing source separation.,Speech & Audio|Deep Learning|Biomedical Engineering
a real estate listing platform with map integration property filtering tour capabilities price comparison and neighborhood analytics.,Web Development|Geospatial Systems|E-Commerce
Building fill-level smart truck bin system using weight and a sensors that optimizes garbage collection waste routes on real-time status data.,IoT|Geospatial Systems|Automation
Building a user social media full-stack with platform profiles news feed friend requests messaging notifications and content moderation features.,Web Development|Social Media Analytics
Developing a fitness coaching mobile app that uses pose estimation from camera feed to verify exercise form and count repetitions in real-time.,Mobile Development|Computer Vision|Healthcare
Creating a real-time traffic monitoring dashboard that visualizes congestion patterns predicts traffic flow using historical data and suggests alternative routes.,Data Analytics|Geospatial Systems|Machine Learning
Creating a food recognition application that identifies dishes from photos and estimates nutritional content using a fine-tuned image classification model.,Computer Vision|Deep Learning|Healthcare
a noise pollution mapping tool that uses smartphone microphone data from volunteers maps create real-time acoustic neighborhoods. of urban to,Environmental Science|Geospatial Systems|Mobile Development
Creating an AI-powered image and video editor with background removal using deep learning automatic color grading face detection and real-time filter previews.,Deep Learning|Computer Vision|Image Processing
Designing a bartender that drink orders through voice commands uses mixing system to prepare cocktails autonomously.,Robotics|Speech & Audio|Automation
Building an automated compliance monitoring system that scans company policies against regulatory frameworks and flags gaps requiring attention.,Legal|Natural Language Processing|Automation
Building a technical trading platform with charts real-time indicator overlays pattern recognition and automated execution. trade,Finance|Data Analytics|Web Development|Automation
Developing an AI-powered health analysis dashboard that processes medical data identifies risk factors using machine learning and provides evidence-based health recommendations.,Healthcare|Machine Learning|Data Analytics
Developing a blockchain-based electronic health record system that gives full control over who can their medical with audit trails.,Blockchain|Healthcare|Cybersecurity
Developing a customer relationship management CRM tool for small businesses with contact management sales pipeline task automation and reporting dashboard.,Web Development|Database Systems|Automation
Creating a physics-based puzzle game for mobile devices with realistic fluid dynamics simulation and a level editor for community-created content.,Game Development|Mobile Development
Developing a vision pothole computer system that detection smartphone accelerometer data and uses real-time from dashcams to map road quality.,Computer Vision|IoT|Geospatial Systems
Building an inventory management system for small businesses with barcode scanning stock level alerts supplier management and purchase order automation.,E-Commerce|Database Systems|Automation
that a blockchain-based document notarization platform a provides legal proof of document existence at Building specific time with timestamped hash verification.,Blockchain|Legal
Developing a daily journal app with analysis that and uses to the emotional tone of entries NLP tracks mood patterns over time.,Natural Language Processing|Healthcare|Data Analytics
Creating vertical automated system using soil and climate sensors with nutrient monitoring delivery controlled by a machine model.,Agriculture|IoT|Machine Learning
Developing a visual inspection system for quality control on a PCB manufacturing line that detects soldering defects and component misplacements.,Computer Vision|Automation|Image Processing
Developing an eye-tracking based interface evaluation tool that creates heatmaps of user gaze patterns to analyze UI usability and visual hierarchy effectiveness.,Human-Computer Interaction|Data Analytics|Computer Vision
Creating extension. transformer-based a completion engine that code contextually relevant code snippets for Python development within suggests VS Code a,Deep Learning|Natural Language Processing
Building cloud deployment tool on-premises automates application migration downtime. infrastructure and public cloud providers with zero that,Cloud Computing|Automation
Building a smart grid management system that balances renewable and conventional power sources on demand forecasting and battery storage,IoT|Machine Learning|Environmental Science
an inventory system scanning for small businesses with barcode management stock level alerts supplier management and purchase order automation.,E-Commerce|Database Systems|Automation
Developing a visual inspection system for quality control on a PCB manufacturing line that detects soldering defects and component misplacements.,Computer Vision|Automation|Image Processing
Building a real-time application messaging channel sharing file creation group chats typing indicators and and online status using Socket.IO user WebSockets.,Web Development|Networking
"Developing law, AI-powered contract review that unfair potentially highlights clauses, checks compliance with Sri protection an and suggests amendments.",Legal|Natural Language Processing|Machine Learning
"Developing a chatbot framework support customer that workflows with rules, escalation ticket creation, and integration with CRM systems.",Automation|Natural Language Processing|Web Development
a calculation. personal tracker with monthly analysis spending category breakdowns bill reminders and savings rate budget,Finance|Web Development|Data Analytics
Developing an NFT marketplace auction mechanism lazy minting ERC-721 royalty enforcement collection management creator using contracts.,Blockchain|E-Commerce|Web Development
Building a job search engine custom filters that aggregates job listings from multiple sources skills with requirements and provides salary insights.,Web Development|Machine Learning|Recommendation Systems
Creating a subscription previous e-commerce site with personalized product curation taste on profiles based customer and feedback on box boxes.,E-Commerce|Recommendation Systems
Developing a blockchain-based electronic patients can system that gives health full control over who record access with medical data their audit trails.,Blockchain|Healthcare|Cybersecurity
Creating a subscription box e-commerce site with personalized product curation based on customer taste profiles and feedback on previous boxes.,E-Commerce|Recommendation Systems
"Building credit carbon a marketplace using blockchain certificates companies can buy, sell, verified retire and carbon offset where with full audit trails.",Blockchain|Environmental Science|Finance
"Developing an email workflow automation drafts that categorizes incoming emails, tool responses using templates, and routes messages to appropriate departments.",Automation|Natural Language Processing
Designing a warehouse fulfillment. that place SLAM and robotic to autonomously pick and uses items from shelves for order robot,Robotics|Automation|Computer Vision
Developing an interactive data visualization dashboard real-time D3.js displays that using COVID-19 with statistics geospatial mapping and trend analysis.,Data Analytics|Web Development|Geospatial Systems
Developing a medication adherence mobile app that uses barcode scanning for pill identification and sends smart reminders based on prescription schedules.,Mobile Development|Healthcare
"Creating an permits, e-government portal that allows citizens and apply for accessible pay taxes, to access public records with full WCAG 2.1 compliance.",Web Development|Human-Computer Interaction
Creating a mental patterns tracking with mood journal CBT-based exercises and wellness check-ins daily visualization of emotional health over time.,Healthcare|Web Development|Data Analytics
Developing an online whiteboard with collaborative drawing shape tools text annotations image insertion and real-time multi-user editing.,Web Development|Human-Computer Interaction|Education
Creating a to triage system for emergency departments that uses symptom data vital signs patient prioritize based on severity ML using models.,Healthcare|Machine Learning
Creating a decentralized on platform voting blockchain with milestone-based fund backer on crowdfunding progress and transparent fund,Blockchain|Finance
"Building an optical character recognition pipeline for historical Tamil with binarization, line segmentation, and character classification.",Natural Language Processing|Image Processing
Creating extensibility. headless CMS with a REST and GraphQL multi-language that supports API content management a plugin-based and,Web Development|Database Systems
Creating a rhythm-based mobile music game where players compose and share their own levels with a community-driven level marketplace.,Game Development|Mobile Development
Building a real estate listing platform with map integration property filtering virtual tour capabilities price comparison and neighborhood analytics.,Web Development|Geospatial Systems|E-Commerce
video a video streaming platform similar YouTube with Developing uploads HLS authentication. content recommendations commenting system and user encoding,Web Development|Cloud Computing
"Creating ordering, progressive web application for a chain restaurant that supports online a table reservations, and real-time order tracking.",Web Development|E-Commerce
Creating a precision agriculture system that uses drone imagery and soil sensor data to optimize irrigation and fertilizer application for paddy fields in Sri Lanka.,Agriculture|IoT|Image Processing|Geospatial Systems
Building a distributed database Raft. that ensures strong consensus data centers using a consistency protocol inspired system,Database Systems|Cloud Computing
Building a predictive system for that manufacturing they data and machine learning to forecast failures before uses occur.,Machine Learning|IoT|Automation
Building a SaaS project management tool with multi-tenant workspaces real-time notifications role-based access control and Stripe subscription management.,Web Development|Cloud Computing|Finance
movie recommendation that uses collaborative filtering with autoencoders to model user preference,Recommendation Systems|Deep Learning
Designing a cloud-native for a scalable video platform auto-scaling and load balancing on AWS.,Cloud Computing|Web Development
Building descriptions skill-based job recommendation engine that matches candidate word a job with using resumes embeddings and semantic similarity.,Recommendation Systems|Natural Language Processing|Machine Learning
Developing an AI-powered workout planner that creates personalized exercise routines based on fitness goals physical capabilities and tracks adaptation using ML.,Healthcare|Machine Learning|Mobile Development
Developing a decision support and that uses patient history system tests results to suggest potential diagnoses and recommended lab for physicians.,Healthcare|Machine Learning
Building an AI-powered recruitment platform that screens with and NLP conducts preliminary skill resumes matches to open positions.,Machine Learning|Natural Language Processing|Recommendation Systems
a flashcard app with spaced efficient algorithm that optimizes review intervals learning repetition memorization and tracks for progress.,Education|Machine Learning|Web Development
Building an adaptive learning management system that personalizes and quiz difficulty based on individual student performance and learning style.,Education|Machine Learning|Web Development
Building a platform with timed difficulty adaptation based on social competition features.,Education|Web Development|Game Development
Building a job search engine with custom filters that aggregates job listings from multiple sources matches skills with requirements and provides salary insights.,Web Development|Machine Learning|Recommendation Systems
"Creating a livestock health monitoring system using IoT collars that track animal movement, temperature, and feeding patterns to detect early of illness.",Agriculture|IoT|Machine Learning
customer a system to and supervised learning algorithms like random forests and gradient boosting that predict Developing churn in telecom companies based on usage patterns uses demographics.,Machine Learning|Data Analytics
"Developing a password uses evaluation tool that leaked pattern password dictionary checks, and strength analysis, database comparison with entropy scoring.",Cybersecurity
"Developing email workflow automation tool categorizes emails, drafts using and routes messages to appropriate departments.",Automation|Natural Language Processing
Developing a network performance monitoring tool that uses SNMP polling and flow analysis to create topology maps and identify bandwidth bottlenecks.,Networking|Data Analytics
Developing a supply chain from system with manufacturer tracking management records product journey that blockchain to consumer with IoT sensor verification.,Blockchain|IoT|E-Commerce
"Creating ammonia, aquaponics monitoring bed system balances fish tank and plant that conditions using pH, an and temperature sensors with automated adjustments.",Agriculture|IoT|Automation
"predictive models hospital using admission data, seasonal illness and event schedules to optimize resource allocation.",Healthcare|Machine Learning|Data Analytics
"Building and automated essay grading system using NLP that strength, grammar, to argument evaluates an provides constructive feedback coherence, students.",Education|Natural Language Processing|Machine Learning
Developing an automated report generation system that queries multiple data sources and produces formatted PDF reports with charts and executive summaries.,Data Analytics|Automation
running on keyword spotting system a low-power IoT devices that can recognize wake words using tiny ML models Building for microcontrollers.,Speech & Audio|IoT|Machine Learning
Creating a decentralized marketplace on Ethereum blockchain where users can list items for sale bid with cryptocurrency with smart contracts handling escrow and transactions.,Blockchain|E-Commerce|Cybersecurity
